# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan 31 08:06:14 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,st_sp,st_spstr
119,GJ 3634,b,Radial Velocity,1,2.64561000,0.028700,0.080000,59.000,,,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.80,11.930,,0.45,0.43,,8.40000,,6.25,M2.5
120,GJ 3998,b,Radial Velocity,2,2.64977000,0.029000,0.000000,,,,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.830,3722.00,0.50,0.49,,,,6.10,M1
121,GJ 3998,c,Radial Velocity,2,13.74000000,0.089000,0.049000,,,,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.830,3722.00,0.50,0.49,,,,6.10,M1
122,GJ 433,b,Radial Velocity,1,7.37090000,0.058000,0.080000,,,,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,9.04,9.806,3600.00,0.48,,,,,6.15,M1.5
123,GJ 436,b,Radial Velocity,1,2.64388312,0.029100,0.138270,86.440,0.372,1.80000,11h42m11.09s,175.546219,+26d42m23.7s,26.706570,10.23,10.670,,0.47,0.46,,22.10000,4.170,6.25,M2.5 V
124,GJ 504,b,Imaging,1,,43.500000,,,,,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.95,5.220,6234.00,1.22,,510,1271.30000,,4.00,G0 V
125,GJ 536,b,Radial Velocity,1,8.70760000,0.066610,0.080000,,,,14h01m03.19s,210.263290,-02d39m17.5s,-2.654864,10.03,9.720,3685.00,0.52,0.50,,,,6.10,M1 V
126,GJ 581,b,Radial Velocity,3,5.36860000,0.040610,0.000000,,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.27,10.560,,0.31,0.29,,,,6.30,M3 V
127,GJ 581,c,Radial Velocity,3,12.91400000,0.072100,0.000000,,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.27,10.560,,0.31,0.29,,,,6.30,M3 V
128,GJ 581,e,Radial Velocity,3,3.14900000,0.028150,0.000000,,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.27,10.560,,0.31,0.29,,,,6.30,M3 V
129,GJ 649,b,Radial Velocity,1,598.30000000,1.135000,0.300000,,,,16h58m08.85s,254.536880,+25d44m39.0s,25.744160,10.32,9.690,3700.00,0.54,,,,,6.05,M0.5
130,GJ 667 C,b,Radial Velocity,5,7.20040000,0.050500,0.130000,,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,3350.00,0.33,,,,,6.15,M1.5 V
131,GJ 667 C,c,Radial Velocity,5,28.14000000,0.125000,0.020000,,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,3350.00,0.33,,,,,6.15,M1.5 V
132,GJ 667 C,e,Radial Velocity,5,62.24000000,0.213000,0.020000,,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,3350.00,0.33,,,,,6.15,M1.5 V
133,GJ 667 C,f,Radial Velocity,5,39.02600000,0.156000,0.030000,,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,3350.00,0.33,,,,,6.15,M1.5 V
134,GJ 667 C,g,Radial Velocity,5,256.20000000,0.549000,0.080000,,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.80,10.220,3350.00,0.33,,,,,6.15,M1.5 V
135,GJ 674,b,Radial Velocity,1,4.69380000,0.039000,0.200000,,,,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.54,9.370,3600.00,0.35,,,,,6.25,M2.5
136,GJ 676 A,b,Radial Velocity,4,1051.10000000,1.812000,0.323000,45.000,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,,0.71,,,2129.46100,,6.00,M0 V
137,GJ 676 A,c,Radial Velocity,4,7337.00000000,6.600000,,,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,,0.71,,,,,6.00,M0 V
138,GJ 676 A,d,Radial Velocity,4,3.60050000,,0.262000,,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,,0.71,,,,,6.00,M0 V
139,GJ 676 A,e,Radial Velocity,4,35.39000000,,0.125000,,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,9.580,,0.71,,,,,6.00,M0 V
140,GJ 687,b,Radial Velocity,1,38.14000000,0.163530,0.040000,,,,17h36m25.90s,264.107910,+68d20m20.9s,68.339142,4.53,9.150,3413.00,0.41,0.42,,,,6.30,M3 V
141,GJ 832,b,Radial Velocity,2,3657.00000000,3.560000,0.080000,,,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,8.660,3472.00,0.45,,,,,6.15,M1.5
142,GJ 832,c,Radial Velocity,2,35.68000000,0.163000,0.180000,,,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,8.660,3472.00,0.45,,,,,6.15,M1.5
143,GJ 849,b,Radial Velocity,1,1845.00000000,2.320000,0.050000,,,,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.77,10.370,,0.49,,,,,6.30,M3 V
144,GJ 86,b,Radial Velocity,1,15.76491000,0.113000,0.041600,,,,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.91,6.120,5151.00,0.77,,,,,5.10,K1 V
145,GJ 876,b,Radial Velocity,4,61.11660000,0.208317,0.032400,59.000,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.70,10.191,,0.33,,,723.22350,,6.40,M4
146,GJ 876,c,Radial Velocity,4,30.08810000,0.129590,0.255910,59.000,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.70,10.191,,0.33,,,226.98460,,6.40,M4
147,GJ 876,d,Radial Velocity,4,1.93778000,0.020807,0.207000,59.000,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.70,10.191,,0.33,,,6.83000,,6.40,M4
148,GJ 876,e,Radial Velocity,4,124.26000000,0.334300,0.055000,59.000,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.70,10.191,,0.33,,,14.60000,,6.40,M4
149,GQ Lup,b,Imaging,1,,100.000000,,,3.000,,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139.00,12.430,,0.70,,2650,6356.00000,33.600,5.70,K7e V
150,GSC 06214-00210,b,Imaging,1,,320.000000,,,,,16h21m54.67s,245.477780,-20d43m09.1s,-20.719202,145.00,12.375,4200.00,0.90,,2300,5000.00000,,5.70,K7
151,GU Psc,b,Imaging,1,,2000.000000,,,1.265,,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48.00,13.550,,0.33,,1050,3591.30000,14.179,6.30,M3
152,HAT-P-1,b,Transit,1,4.46529976,0.055610,,85.634,1.319,0.28200,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139.00,10.340,5980.00,1.15,1.17,1322,166.86075,14.785,4.00,G0 V
153,HAT-P-11,b,Transit,1,4.88781620,0.053000,0.198000,88.500,0.422,1.33000,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,38.00,9.472,4780.00,0.81,0.75,878,25.74300,4.730,5.40,K4
154,HAT-P-12,b,Transit,1,3.21305980,0.038400,0.000000,89.000,0.959,0.31920,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.50,12.840,4650.00,0.73,0.70,963,67.05900,10.749,5.40,K4
155,HAT-P-13,b,Transit,2,2.91625000,,0.013300,83.400,1.272,,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,10.622,5653.00,1.22,1.56,,270.46200,14.258,4.40,G4
156,HAT-P-13,c,Radial Velocity,2,446.27000000,,0.661600,,,,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,10.622,5653.00,1.22,1.56,,,,4.40,G4
157,HAT-P-14,b,Transit,1,4.62766900,0.060600,0.107000,83.500,1.150,1.82000,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205.00,9.980,6600.00,1.39,1.47,1570,709.36700,12.890,3.00,F
158,HAT-P-15,b,Transit,1,10.86350200,0.096400,0.190000,89.100,1.072,1.96000,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190.00,12.160,5568.00,1.01,1.08,904,618.47100,12.016,4.50,G5
159,HAT-P-16,b,Transit,1,2.77596000,0.041300,0.036000,86.600,1.289,2.42000,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.00,10.812,6158.00,1.22,1.24,1626,1332.60500,14.448,3.80,F8
160,HAT-P-17,b,Transit,2,10.33852300,0.088200,0.342000,89.200,1.010,0.64000,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90.00,10.540,5246.00,0.86,0.84,792,169.71000,11.321,5.00,K
161,HAT-P-17,c,Radial Velocity,2,5584.00000000,5.600000,0.390000,,,,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90.00,10.540,5246.00,0.86,0.84,,,,5.00,K
162,HAT-P-18,b,Transit,1,5.50802300,0.055900,0.084000,88.800,0.995,0.25000,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.00,12.759,4803.00,0.77,0.75,852,62.61000,11.153,5.20,K2
163,HAT-P-19,b,Transit,1,4.00877800,0.046600,0.067000,88.200,1.132,0.25000,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215.00,12.901,4990.00,0.84,0.82,1010,92.80200,12.689,5.10,K1
164,HAT-P-2,b,Transit,1,5.63347290,0.068780,0.517100,86.720,1.157,7.29000,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,135.32,,6290.00,1.36,1.64,1540,2888.95000,12.969,3.80,F8
165,HAT-P-20,b,Transit,1,2.87531700,0.036100,0.015000,86.800,0.867,13.78000,07h27m39.95s,111.916469,+24d20m11.9s,24.336630,70.00,11.339,4595.00,0.76,0.69,970,2302.89900,9.718,5.30,K3
166,HAT-P-21,b,Transit,1,4.12448100,0.049400,0.228000,87.200,1.024,4.68000,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254.00,11.685,5588.00,0.95,1.10,1283,1291.28900,11.478,4.30,G3
167,HAT-P-22,b,Transit,1,3.21222000,0.041400,0.016000,86.900,1.080,2.11000,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82.00,9.732,5302.00,0.92,1.04,1283,682.35200,12.106,4.50,G5
168,HAT-P-23,b,Transit,1,1.21288287,0.023020,0.000000,85.740,1.224,1.40600,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393.00,,5885.00,1.10,1.09,1951,658.00000,13.720,4.00,G0
169,HAT-P-24,b,Transit,1,3.35524000,0.046500,0.067000,88.600,1.242,0.44000,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,396.00,11.818,6373.00,1.19,1.32,1637,217.70400,13.922,3.80,F8
170,HAT-P-25,b,Transit,1,3.65283600,0.046600,0.032000,87.600,1.190,0.42000,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297.00,13.190,5500.00,1.01,0.96,1202,180.20200,13.339,4.50,G5
171,HAT-P-26,b,Transit,1,4.23451600,0.047900,0.124000,88.600,0.565,0.40000,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134.00,11.744,5079.00,0.82,0.79,1001,18.75100,6.333,5.10,K1
172,HAT-P-27,b,Transit,1,3.03957700,0.040000,0.000000,85.000,1.020,,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204.00,,5300.00,0.94,0.90,,197.05000,11.430,4.80,G8
173,HAT-P-28,b,Transit,1,3.25721500,0.043400,0.051000,88.000,1.212,0.44000,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395.00,13.030,5680.00,1.02,1.10,1384,198.95300,13.585,4.30,G3
174,HAT-P-29,b,Transit,1,5.72318600,0.066700,0.095000,87.100,1.107,0.71000,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,322.00,11.900,6087.00,1.21,1.22,1260,247.26100,12.408,3.80,F8
175,HAT-P-3,b,Transit,1,2.89973600,0.038660,0.000000,87.070,0.827,1.29000,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138.00,11.577,5185.00,0.92,0.80,,187.83000,9.270,5.00,K
176,HAT-P-30,b,Transit,1,2.81059500,0.041900,0.035000,83.600,1.340,0.37000,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,193.00,10.419,6304.00,1.24,1.22,1630,225.96800,15.020,,
177,HAT-P-31,b,Transit,1,5.00542500,0.055000,0.245000,87.100,1.070,2.18000,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,354.00,11.660,6065.00,1.22,1.36,1450,689.98000,11.990,,
178,HAT-P-32,b,Transit,1,2.15000805,0.034300,0.007200,88.900,1.789,,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,283.00,11.289,6269.00,,1.22,,,20.053,,
179,HAT-P-33,b,Transit,1,3.47447400,0.049900,0.000000,87.200,1.686,0.20000,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,387.00,11.188,6446.00,1.38,1.64,1782,242.17600,18.898,,
180,HAT-P-34,b,Transit,1,5.45265400,0.067700,0.441000,87.100,1.197,2.40000,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,257.00,,6442.00,1.39,1.53,1520,1057.69400,13.417,,
181,HAT-P-35,b,Transit,1,3.64670600,0.049800,0.025000,87.300,1.332,0.55000,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,535.00,12.460,6096.00,1.24,1.44,1581,334.97900,14.930,,
182,HAT-P-36,b,Transit,1,1.32734700,0.023800,0.063000,86.000,1.264,1.12000,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,317.00,12.262,5560.00,1.02,1.10,1823,582.24000,14.168,,
183,HAT-P-37,b,Transit,1,2.79743600,0.037900,0.058000,86.900,1.178,0.89000,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411.00,13.230,5500.00,0.93,0.88,1271,371.52800,13.204,,
184,HAT-P-38,b,Transit,1,4.64038200,0.052300,0.067000,88.300,0.825,0.59000,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249.00,12.557,5330.00,0.89,0.92,1082,84.85700,9.247,,
185,HAT-P-39,b,Transit,1,3.54387000,0.050900,0.000000,87.000,1.571,0.19000,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,642.00,12.422,6430.00,1.40,1.62,1752,190.37200,17.609,,
186,HAT-P-4,b,Transit,1,3.05653600,0.044380,0.000000,89.910,1.274,0.40300,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314.00,11.118,5860.00,1.26,1.60,1686,213.25500,14.280,4.10,G1 V
187,HAT-P-40,b,Transit,1,4.45724300,0.060800,0.000000,88.300,1.730,0.15000,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,501.00,11.699,6080.00,1.51,2.21,1770,195.45700,19.392,,
188,HAT-P-41,b,Transit,1,2.69404700,0.042600,0.000000,87.700,1.685,0.20000,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,344.00,,6390.00,1.42,1.68,1941,254.25300,18.887,,
189,HAT-P-42,b,Transit,1,4.64187800,0.057500,0.000000,85.900,1.280,0.61000,09h01m22.65s,135.344391,+06d05m50.0s,6.097230,447.00,12.168,5743.00,1.18,1.53,1428,331.80100,14.348,,
190,HAT-P-43,b,Transit,1,3.33268700,0.044300,0.000000,88.700,1.281,0.39000,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,542.00,13.356,5645.00,1.05,1.10,1361,210.39500,14.359,,
191,HAT-P-44,b,Transit,2,4.30121900,0.050700,0.044000,89.100,1.242,0.23000,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363.00,,5295.00,0.94,0.95,1108,111.87100,13.922,,
192,HAT-P-44,c,Radial Velocity,2,872.20000000,1.752000,0.494000,,,,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363.00,,5295.00,0.94,0.95,,,,,
193,HAT-P-45,b,Transit,1,3.12899200,0.045200,0.049000,87.800,1.426,0.38000,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,305.00,,6330.00,1.26,1.32,1652,283.49200,15.984,,
194,HAT-P-46,b,Transit,1,4.46312900,0.057700,0.123000,85.500,1.284,0.28000,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,296.00,,6120.00,1.28,1.40,1458,156.68400,14.392,,
195,HAT-P-49,b,Transit,1,2.69154800,0.043800,0.000000,86.200,1.413,0.75000,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,322.00,10.326,6820.00,1.54,1.83,2131,549.82300,15.838,3.00,F
196,HAT-P-5,b,Transit,1,2.78849100,0.040750,0.000000,86.750,1.260,0.66000,18h17m37.31s,274.405476,+36d37m17.1s,36.621410,340.00,12.000,5960.00,1.16,1.17,,336.89000,14.120,4.00,G
197,HAT-P-50,b,Transit,1,3.12201090,0.045300,0.115000,83.650,1.288,0.78000,07h52m15.22s,118.063411,+12d08m21.9s,12.139410,497.00,11.762,6280.00,1.27,1.70,1862,429.07050,14.437,,
198,HAT-P-51,b,Transit,1,4.21802780,0.050690,0.123000,88.480,1.293,0.17800,01h24m15.65s,21.065190,+32d48m38.8s,32.810764,470.00,13.440,5449.00,0.98,1.04,1192,98.20947,14.493,,
199,HAT-P-52,b,Transit,1,2.75359530,0.036940,0.047000,87.020,1.009,0.98000,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385.00,14.068,5131.00,0.89,0.89,1218,259.98494,11.310,,
200,HAT-P-53,b,Transit,1,1.96162410,0.031590,0.134000,86.200,1.318,0.80000,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719.00,13.730,5956.00,1.09,1.21,1778,471.65972,14.773,,
201,HAT-P-54,b,Transit,1,3.79984700,0.041170,0.074000,87.040,0.944,1.11800,06h39m35.52s,99.898000,+25d28m57.1s,25.482540,135.80,13.600,4390.00,0.65,0.62,818,241.55080,10.581,,
202,HAT-P-55,b,Transit,1,3.58524670,0.046040,0.139000,87.700,1.182,0.43500,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,480.00,13.207,5808.00,1.01,1.01,1313,184.97706,13.249,,
203,HAT-P-56,b,Transit,1,2.79083270,0.042300,0.246000,82.130,1.466,0.86000,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,310.50,10.908,6566.00,1.30,1.43,1840,692.86940,16.432,3.80,F8
204,HAT-P-57,b,Transit,1,2.46529500,0.040600,0.000000,88.260,1.413,,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,303.00,10.465,7500.00,1.47,1.50,2200,587.98550,15.838,2.80,A8 V
205,HAT-P-6,b,Transit,1,3.85298500,0.052350,0.000000,85.510,1.330,0.55800,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,261.00,10.440,6570.00,1.29,1.46,,335.93200,14.908,,
206,HAT-P-65,b,Transit,1,2.60545520,0.039510,0.304000,84.200,1.890,0.09600,21h03m37.32s,315.905487,+11d59m21.9s,11.989404,841.00,13.145,5835.00,1.21,1.86,1930,167.49641,21.185,4.20,G2
207,HAT-P-66,b,Transit,1,2.97208600,0.043630,0.090000,86.200,1.590,0.24200,10h02m17.43s,150.572632,+53d57m03.1s,53.950863,927.00,12.993,6002.00,1.25,1.88,1896,248.86089,17.822,4.00,G0
208,HAT-P-7,b,Transit,1,2.20473720,0.036760,0.001600,82.200,1.491,0.62900,19h28m59.35s,292.247310,+47d58m10.2s,47.969513,320.00,10.463,6441.00,1.47,1.84,2700,534.59006,16.713,,
209,HAT-P-8,b,Transit,1,3.07637760,0.048700,0.000000,87.500,1.500,0.56800,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,230.00,10.300,6200.00,1.28,1.58,1700,483.08000,16.810,,
210,HAT-P-9,b,Transit,1,3.92289000,0.053000,0.000000,86.500,1.400,0.35000,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480.00,12.297,6350.00,1.28,1.32,1530,247.90000,15.690,,
211,HATS-1,b,Transit,1,3.44645900,0.044400,0.120000,85.600,1.302,1.03000,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303.00,12.053,5870.00,0.99,1.04,1359,589.55000,14.594,,
212,HATS-10,b,Transit,1,3.31284600,0.044910,0.501000,87.790,0.969,0.70000,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,496.00,13.113,5880.00,1.10,1.10,1407,167.17858,10.862,,
213,HATS-11,b,Transit,1,3.61916130,0.046140,0.340000,88.310,1.510,0.29900,19h17m36.18s,289.400759,-22d23m23.7s,-22.389926,906.00,14.018,6060.00,1.00,1.44,1637,270.15550,16.926,4.00,G0
214,HATS-12,b,Transit,1,3.14283300,0.047950,0.085000,82.700,1.350,1.19000,19h16m48.58s,289.202397,-19d21m21.3s,-19.355908,981.00,12.756,6408.00,1.49,2.21,2097,756.43540,15.132,3.00,F
215,HATS-13,b,Transit,1,3.04404990,0.040570,0.181000,88.550,1.212,0.37700,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476.00,13.887,5523.00,0.96,0.89,1244,172.58169,13.585,,
216,HATS-14,b,Transit,1,2.76676410,0.038150,0.142000,88.830,1.039,1.19100,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513.00,13.790,5346.00,0.97,0.93,1276,340.39593,11.646,,
217,HATS-15,b,Transit,1,1.74748753,0.027120,0.126000,87.130,1.105,1.97000,20h44m22.07s,311.091961,-19d26m15.0s,-19.437510,689.00,14.774,5311.00,0.87,0.92,1505,689.69110,12.386,4.90,G9 V
218,HATS-16,b,Transit,1,2.68650200,0.037440,0.000000,83.530,1.300,1.86000,23h54m14.09s,358.558710,-30d00m46.8s,-30.012999,774.00,13.834,5738.00,0.97,1.24,1592,1039.30410,14.572,4.30,G3 V
219,HATS-17,b,Transit,1,16.25461100,0.130800,0.029000,89.080,0.777,3.50000,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,339.00,12.390,5846.00,1.13,1.09,814,425.25654,8.709,4.00,G V
220,HATS-18,b,Transit,1,0.83784340,0.017610,0.166000,85.500,1.337,1.02000,11h35m49.78s,173.957397,-29d09m21.6s,-29.156012,645.00,14.067,5600.00,1.04,1.02,2060,629.30340,14.986,4.00,G V
221,HATS-2,b,Transit,1,1.35413300,0.023000,0.000000,87.200,1.168,1.05000,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,360.00,13.562,5227.00,0.88,0.90,1577,427.46300,13.092,5.00,K
222,HATS-25,b,Transit,1,4.29864320,0.051630,0.176000,86.930,1.260,0.38000,13h51m37.87s,207.907777,-23d46m52.2s,-23.781174,466.00,13.097,5715.00,0.99,1.11,1277,194.82979,14.123,4.00,G
223,HATS-26,b,Transit,1,3.30238810,0.047350,0.245000,86.200,1.750,0.15300,09h39m42.45s,144.926863,-28d35m08.1s,-28.585590,907.00,12.955,6071.00,1.30,2.04,1918,206.58950,19.616,3.00,F
224,HATS-27,b,Transit,1,4.63703800,0.061100,0.581000,87.300,1.500,0.18000,12h54m12.61s,193.552560,-46d35m15.8s,-46.587715,840.00,12.766,6438.00,1.42,1.74,1659,168.44990,16.814,3.00,F
225,HATS-28,b,Transit,1,3.18107810,0.041310,0.202000,86.170,1.194,0.48000,18h57m35.92s,284.399685,-49d08m18.5s,-49.138470,521.00,13.934,5498.00,0.93,0.92,1253,213.58176,13.384,4.00,G
226,HATS-29,b,Transit,1,4.60587490,0.054750,0.158000,87.370,1.251,0.41100,19h00m23.14s,285.096424,-54d53m35.5s,-54.893192,351.00,12.612,5670.00,1.03,1.07,1212,207.54299,14.022,4.00,G
227,HATS-3,b,Transit,1,3.54785100,0.048500,0.000000,86.200,1.381,0.51000,20h49m49.79s,312.457440,-24d25m43.7s,-24.428793,453.00,12.440,6351.00,1.21,1.40,1648,340.38200,15.480,3.00,F
228,HATS-30,b,Transit,1,3.17435160,0.043540,0.096000,86.840,1.175,0.54300,00h22m28.49s,5.618693,-59d56m33.2s,-59.942551,339.00,12.192,5943.00,1.09,1.06,1414,224.38798,13.171,4.00,G
229,HATS-31,b,Transit,1,3.37796000,0.047800,0.233000,85.000,1.640,0.24300,12h46m48.67s,191.702789,-24d25m38.5s,-24.427364,872.00,13.105,6050.00,1.27,1.87,1823,279.69040,18.383,,
230,HATS-32,b,Transit,1,2.81265480,0.040240,0.471000,87.100,1.249,0.58000,23h04m18.02s,346.075073,-21d16m19.0s,-21.271938,839.00,14.384,5700.00,1.10,1.10,1437,292.40360,14.000,,
231,HATS-33,b,Transit,1,2.54955510,0.037270,0.080000,87.620,1.230,0.79000,19h38m32.07s,294.633636,-55d19m48.4s,-55.330105,255.00,11.911,5659.00,1.06,1.02,1429,378.85336,13.787,,
232,HATS-34,b,Transit,1,2.10616070,0.031660,0.108000,82.280,1.430,0.40000,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,532.00,13.849,5380.00,0.95,0.98,1445,299.07803,16.029,,
233,HATS-35,b,Transit,1,1.82099930,0.031990,0.306000,86.900,1.464,0.48400,19h46m45.18s,296.688263,-63d33m56.2s,-63.565609,557.00,12.560,6300.00,1.32,1.43,2037,388.38826,16.410,,
234,HATS-4,b,Transit,1,2.51672900,0.036200,0.013000,88.500,1.020,1.55000,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420.00,13.459,5403.00,1.00,0.93,1315,420.47100,11.433,4.00,G
235,HATS-5,b,Transit,1,4.76338700,0.054200,0.019000,89.300,0.912,0.39000,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,257.00,12.630,5304.00,0.94,0.87,1025,75.32300,10.223,4.00,G
236,HATS-6,b,Transit,1,3.32527250,0.036230,0.000000,88.210,0.998,0.39900,05h52m35.23s,88.146797,-19d01m54.0s,-19.031656,148.40,15.160,3724.00,0.57,0.57,713,101.38777,11.187,6.10,M1 V
237,HATS-8,b,Transit,1,3.58389300,0.046670,0.376000,87.800,0.873,0.25900,19h39m46.02s,294.941746,-25d44m53.9s,-25.748318,829.00,14.030,5679.00,1.06,1.09,1324,43.86054,9.785,,
238,HATS-9,b,Transit,1,1.91530730,0.030480,0.129000,86.500,1.065,0.85000,19h23m14.42s,290.810104,-20d09m58.7s,-20.166317,622.00,13.276,5366.00,1.03,1.50,1823,266.02371,11.938,,
239,HD 100546,b,Imaging,1,,53.000000,,,6.900,,11h33m25.44s,173.356003,-70d11m41.2s,-70.194786,97.00,6.704,10500.00,2.40,,,,77.342,1.90,B9 Vne
